ID_SRC,name,RA,DEC,z
5702,eFEDS-5702,130.29528905418746,0.8667699283465942,0.41521
6605,eFEDS-6605,130.35297110937924,0.7767779383318274,0.4074999988079071
1644,eFEDS-1644,130.39583414307504,1.0305616347352091,0.50666
3008,eFEDS-3008,130.45068449749388,0.8198218550008899,0.07837499678134917
3334,eFEDS-3334,130.50756649482256,0.9949774349917588,0.08664499968290329
144,eFEDS-144,131.36950005469959,3.4608873214408664,0.33432500064373016
7831,eFEDS-7831,132.27230226638974,2.2432723333950437,0.39542001485824585
8602,eFEDS-8602,132.59272036205886,0.2686730854056008,0.19576001167297366
1023,eFEDS-1023,132.61603999925978,0.2508539264460136,0.1966550052165985
6125,eFEDS-6125,132.6271761800169,0.5584388513377321,0.19171999394893646
339,eFEDS-339,133.07085593171473,-1.0253889916906076,0.4602299928665161
4810,eFEDS-4810,133.12960081897006,-1.2083513303903914,0.54566
1376,eFEDS-1376,133.22971868649444,-1.627118516638906,0.342739999294281
1458,eFEDS-1458,133.5535881120858,-2.3566186581302166,0.37743499999999996
8094,eFEDS-8094,133.64376763650992,-1.6774458456560162,0.594875
7700,eFEDS-7700,133.66855847000096,-2.1588238024350037,0.4725
2079,eFEDS-2079,133.69622398488227,-1.3590511574785251,0.3532499969005585
5909,eFEDS-5909,133.82962859303495,-1.7210761678787758,0.36489499999999997
1797,eFEDS-1797,133.8755840085566,-1.1097029065557322,0.753862
8922,eFEDS-8922,134.0671709618457,-1.6626033186845943,0.513625
569,eFEDS-569,134.08645872539776,1.7804590250684431,0.7240800261497498
16370,eFEDS-16370,134.09836006559843,-1.6035882772505459,0.42493500000000006
1385,eFEDS-1385,134.11336636956494,1.704978358291364,0.7318
8857,eFEDS-8857,134.65809078404308,1.4494056629559111,0.750287
2757,eFEDS-2757,134.75640642581055,1.113716813032654,0.16238999366760254
3171,eFEDS-3171,135.26863778676116,1.2788290889647067,0.2508050203323364
11836,eFEDS-11836,135.27176673291083,-1.4237444584978631,0.4046500027179718
8881,eFEDS-8881,135.31402778864498,0.8444900793249516,0.31200000643730164
1104,eFEDS-1104,135.37154600925376,-1.6483204192703365,0.3107999861240387
4232,eFEDS-4232,135.44267736046172,-1.632235595899593,0.2948800027370453
6840,eFEDS-6840,135.5973969753488,1.868217474053356,0.56076
5655,eFEDS-5655,135.7345073865888,1.7736937937020851,0.11786000058054925
1712,eFEDS-1712,135.73954870272,0.8054849509346403,0.5210949778556824
5774,eFEDS-5774,136.03596202560823,1.4320093325977838,0.841485
9877,eFEDS-9877,136.04043072122244,0.6420997002370418,0.31130000948905945
3590,eFEDS-3590,136.07778918764748,2.111745957614219,0.8083229999999999
12660,eFEDS-12660,136.0796241671076,-1.0767358051392821,0.30567997694015503
3585,eFEDS-3585,136.41987214904128,1.5387913789152643,0.6440100073814392
5170,eFEDS-5170,136.47321570305326,0.3790738390517304,0.3671
9359,eFEDS-9359,136.50159969510912,-0.4225662765746528,0.2987000048160553
3259,eFEDS-3259,136.50432619022158,0.0154121635024441,0.1997700035572052
7086,eFEDS-7086,136.6541554412833,1.1478903131639149,0.78584
5858,eFEDS-5858,136.68669334657395,1.1901624910290804,0.44064
9463,eFEDS-9463,136.7531371657148,1.1756686500137368,0.79875
13484,eFEDS-13484,136.76633861832732,1.1322664144054406,0.3074
2074,eFEDS-2074,136.97054831993194,1.5687113200473086,0.16346000134944916
5219,eFEDS-5219,136.97723577531602,0.9606617013960828,0.7375
7084,eFEDS-7084,137.02499959444944,1.3313888224250527,0.6589199900627136
885,eFEDS-885,137.30785288862958,-0.20401591577567665,0.3095400035381317
2004,eFEDS-2004,137.31388686698693,-1.017840711347423,0.821535
3523,eFEDS-3523,137.38566104974814,-0.8389742045511533,1.13375
11837,eFEDS-11837,138.20110316042673,0.4130099884647472,0.30756498873233795
13299,eFEDS-13299,138.69089342326595,4.439389421368342,0.34786
372,eFEDS-372,138.72346898676423,4.270380589450223,0.14282000064849856
4253,eFEDS-4253,138.80121381718047,4.585085051637523,0.36076000332832336
534,eFEDS-534,139.04227427237694,-0.3969143059136746,0.3221499919891357
150,eFEDS-150,140.00902744350358,1.038867534490046,0.017000000923871994
11754,eFEDS-11754,140.01830896984873,1.006556303635774,0.03321
100,eFEDS-100,140.33847592690762,3.2906041403253843,0.3329350054264069
857,eFEDS-857,140.5503303651125,-0.4586488734555252,0.3207550048828125
3133,eFEDS-3133,140.64939948779497,-0.4119707386367751,0.05538000166416168
12565,eFEDS-12565,142.47324545465,0.4670187124322134,0.14704499393701553
